panel,sep_px,diam_mm,cx,cy,a,b,theta_deg
0,0.5149089486115486,0.023170902687519684,68.32734231135069,217.21995391103843,9.66569382373908,8.952743132094977,-0.21320159748917872
1,0.5439101754257791,0.02447595789416006,63.422847425781065,213.80777268668618,3.2308750625273053,2.6336515587261777,68.15156941620324
2,0.1572468118350514,0.0070761065325773125,75.14170299382022,215.42384687245033,9.227141789622669,8.466641870833357,50.62716090047042
